Common Name,Station Number,Station Description,Sample Years,Total Fish Count,Yearly Average,Waterway,x,y
black bullhead,       112,North Shore Channel at Dempster Street,"2013, 2019",8,4,North Shore Channel,-9763803.492506059,5167131.2098396
banded killifish,       112,North Shore Channel at Dempster Street,"2016, 2017, 2018, 2019",185,46,North Shore Channel,-9763803.492506059,5167131.2098396
goldfish,       112,North Shore Channel at Dempster Street,"2018, 2019",8,4,North Shore Channel,-9763803.492506059,5167131.2098396
green sunfish,       112,North Shore Channel at Dempster Street,"2013, 2016, 2017, 2018, 2019",24,4,North Shore Channel,-9763803.492506059,5167131.2098396
rock bass,       112,North Shore Channel at Dempster Street,2019,12,12,North Shore Channel,-9763803.492506059,5167131.2098396
pumpkinseed,       112,North Shore Channel at Dempster Street,"2013, 2016, 2017, 2018, 2019",88,17,North Shore Channel,-9763803.492506059,5167131.2098396
white sucker,       112,North Shore Channel at Dempster Street,"2013, 2016, 2017, 2018, 2019",129,25,North Shore Channel,-9763803.492506059,5167131.2098396
oriental weatherfish,       112,North Shore Channel at Dempster Street,"2013, 2016, 2017, 2019",10,2,North Shore Channel,-9763803.492506059,5167131.2098396
spotfin shiner,       112,North Shore Channel at Dempster Street,"2013, 2019",6,3,North Shore Channel,-9763803.492506059,5167131.2098396
gizzard shad,       112,North Shore Channel at Dempster Street,"2013, 2016, 2017, 2018, 2019",139,27,North Shore Channel,-9763803.492506059,5167131.2098396
bluegill,       112,North Shore Channel at Dempster Street,"2013, 2016, 2017, 2018, 2019",427,85,North Shore Channel,-9763803.492506059,5167131.2098396
round goby,       112,North Shore Channel at Dempster Street,"2016, 2019",15,7,North Shore Channel,-9763803.492506059,5167131.2098396
spottail shiner,       112,North Shore Channel at Dempster Street,"2013, 2018, 2019",19,6,North Shore Channel,-9763803.492506059,5167131.2098396
largemouth bass,       112,North Shore Channel at Dempster Street,"2013, 2016, 2017, 2018, 2019",249,49,North Shore Channel,-9763803.492506059,5167131.2098396
blackstripe topminnow,       112,North Shore Channel at Dempster Street,"2016, 2018, 2019",24,8,North Shore Channel,-9763803.492506059,5167131.2098396
bluntnose minnow,       112,North Shore Channel at Dempster Street,"2016, 2017, 2018, 2019",569,142,North Shore Channel,-9763803.492506059,5167131.2098396
golden shiner,       112,North Shore Channel at Dempster Street,"2013, 2016, 2017, 2018, 2019",273,54,North Shore Channel,-9763803.492506059,5167131.2098396
channel catfish,        73,North Branch Chicago River at Diversey Parkway,2019,2,2,North Branch Chicago River,-9760793.273420712,5150867.342273781
common carp,        73,North Branch Chicago River at Diversey Parkway,"2001, 2005, 2009, 2013, 2016, 2017, 2018, 2019",112,14,North Branch Chicago River,-9760793.273420712,5150867.342273781
largemouth bass,        73,North Branch Chicago River at Diversey Parkway,"2001, 2005, 2009, 2013, 2016, 2017, 2018, 2019",149,18,North Branch Chicago River,-9760793.273420712,5150867.342273781
white sucker,        73,North Branch Chicago River at Diversey Parkway,"2009, 2013, 2017, 2018, 2019",22,4,North Branch Chicago River,-9760793.273420712,5150867.342273781
banded killifish,        73,North Branch Chicago River at Diversey Parkway,"2018, 2019",11,5,North Branch Chicago River,-9760793.273420712,5150867.342273781
yellow bullhead,        73,North Branch Chicago River at Diversey Parkway,"2005, 2009, 2013, 2016, 2017, 2018, 2019",30,4,North Branch Chicago River,-9760793.273420712,5150867.342273781
bluegill,        73,North Branch Chicago River at Diversey Parkway,"2001, 2005, 2009, 2013, 2016, 2017, 2018, 2019",551,68,North Branch Chicago River,-9760793.273420712,5150867.342273781
bluntnose minnow,        73,North Branch Chicago River at Diversey Parkway,"2005, 2009, 2013, 2016, 2017, 2018, 2019",115,16,North Branch Chicago River,-9760793.273420712,5150867.342273781
oriental weatherfish,        73,North Branch Chicago River at Diversey Parkway,"2009, 2013, 2018, 2019",19,4,North Branch Chicago River,-9760793.273420712,5150867.342273781
round goby,        73,North Branch Chicago River at Diversey Parkway,"2016, 2019",8,4,North Branch Chicago River,-9760793.273420712,5150867.342273781
green sunfish,        73,North Branch Chicago River at Diversey Parkway,"2005, 2009, 2013, 2016, 2017, 2018, 2019",126,18,North Branch Chicago River,-9760793.273420712,5150867.342273781
gizzard shad,        73,North Branch Chicago River at Diversey Parkway,"2001, 2005, 2009, 2013, 2016, 2017, 2018, 2019",196,24,North Branch Chicago River,-9760793.273420712,5150867.342273781
goldfish,        73,North Branch Chicago River at Diversey Parkway,"2001, 2009, 2017, 2018, 2019",9,1,North Branch Chicago River,-9760793.273420712,5150867.342273781
blackstripe topminnow,        73,North Branch Chicago River at Diversey Parkway,"2009, 2019",9,4,North Branch Chicago River,-9760793.273420712,5150867.342273781
golden shiner,        73,North Branch Chicago River at Diversey Parkway,"2005, 2009, 2016, 2018, 2019",115,23,North Branch Chicago River,-9760793.273420712,5150867.342273781
yellow bass,        55,Calumet River at 130th Street,"2006, 2019",5,2,Calumet River,-9748530.69045206,5110104.230203494
freshwater drum,        55,Calumet River at 130th Street,"2001, 2002, 2004, 2005, 2006, 2009, 2010, 2011, 2019",11,1,Calumet River,-9748530.69045206,5110104.230203494
channel catfish,        55,Calumet River at 130th Street,"2017, 2018, 2019",3,1,Calumet River,-9748530.69045206,5110104.230203494
black bullhead,        55,Calumet River at 130th Street,"2016, 2017, 2018, 2019",14,3,Calumet River,-9748530.69045206,5110104.230203494
bowfin,        55,Calumet River at 130th Street,2019,3,3,Calumet River,-9748530.69045206,5110104.230203494
goldfish,        55,Calumet River at 130th Street,"2012, 2019",2,1,Calumet River,-9748530.69045206,5110104.230203494
brook silverside,        55,Calumet River at 130th Street,"2007, 2008, 2010, 2011, 2012, 2016, 2017, 2019",64,8,Calumet River,-9748530.69045206,5110104.230203494
gizzard shad,        55,Calumet River at 130th Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2016, 2017, 2019",1000,66,Calumet River,-9748530.69045206,5110104.230203494
fathead minnow,        55,Calumet River at 130th Street,"2004, 2009, 2018, 2019",59,14,Calumet River,-9748530.69045206,5110104.230203494
blackstripe topminnow,        57,Little Calumet River at Ashland Avenue,"2017, 2020",2,1,Little Calumet River,-9758345.734333793,5108959.791525536
gizzard shad,        86,Grand Calumet River at Burnham Avenue,"2007, 2020",7,3,Grand Calumet River,-9744810.951107476,5105915.20396417
fathead minnow,        86,Grand Calumet River at Burnham Avenue,2020,1,1,Grand Calumet River,-9744810.951107476,5105915.20396417
yellow bullhead,        86,Grand Calumet River at Burnham Avenue,2020,1,1,Grand Calumet River,-9744810.951107476,5105915.20396417
common carp,        86,Grand Calumet River at Burnham Avenue,"2007, 2020",9,4,Grand Calumet River,-9744810.951107476,5105915.20396417
white sucker,        86,Grand Calumet River at Burnham Avenue,2020,1,1,Grand Calumet River,-9744810.951107476,5105915.20396417
largemouth bass,        86,Grand Calumet River at Burnham Avenue,2020,7,7,Grand Calumet River,-9744810.951107476,5105915.20396417
pumpkinseed,        86,Grand Calumet River at Burnham Avenue,2020,9,9,Grand Calumet River,-9744810.951107476,5105915.20396417
bluegill,        86,Grand Calumet River at Burnham Avenue,"2007, 2020",4,2,Grand Calumet River,-9744810.951107476,5105915.20396417
yellow perch,        56,Little Calumet River at Indiana Avenue,"2016, 2017, 2018, 2020",23,5,Little Calumet River,-9753472.181457821,5108772.571885121
yellow bullhead,        56,Little Calumet River at Indiana Avenue,"2003, 2011, 2014, 2017, 2018, 2019, 2020",19,2,Little Calumet River,-9753472.181457821,5108772.571885121
green sunfish x bluegill,        56,Little Calumet River at Indiana Avenue,"2003, 2020",5,2,Little Calumet River,-9753472.181457821,5108772.571885121
channel catfish,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2011, 2014, 2016, 2017, 2018, 2019, 2020",21,2,Little Calumet River,-9753472.181457821,5108772.571885121
white crappie,        56,Little Calumet River at Indiana Avenue,"2003, 2011, 2016, 2020",17,4,Little Calumet River,-9753472.181457821,5108772.571885121
largemouth bass,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2011, 2014, 2016, 2017, 2018, 2019, 2020",458,50,Little Calumet River,-9753472.181457821,5108772.571885121
rock bass,        56,Little Calumet River at Indiana Avenue,"2014, 2016, 2017, 2018, 2019, 2020",33,5,Little Calumet River,-9753472.181457821,5108772.571885121
fathead minnow,        56,Little Calumet River at Indiana Avenue,"2007, 2016, 2018, 2020",20,5,Little Calumet River,-9753472.181457821,5108772.571885121
freshwater drum,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2014, 2016, 2017, 2018, 2019, 2020",49,6,Little Calumet River,-9753472.181457821,5108772.571885121
black buffalo,        56,Little Calumet River at Indiana Avenue,"2007, 2011, 2016, 2017, 2020",15,3,Little Calumet River,-9753472.181457821,5108772.571885121
pumpkinseed,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2011, 2014, 2016, 2017, 2018, 2019, 2020",401,44,Little Calumet River,-9753472.181457821,5108772.571885121
common carp,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2011, 2014, 2016, 2017, 2018, 2019, 2020",396,44,Little Calumet River,-9753472.181457821,5108772.571885121
sand shiner,        56,Little Calumet River at Indiana Avenue,"2011, 2020",4,2,Little Calumet River,-9753472.181457821,5108772.571885121
green sunfish,        56,Little Calumet River at Indiana Avenue,"2003, 2011, 2014, 2016, 2017, 2018, 2019, 2020",101,12,Little Calumet River,-9753472.181457821,5108772.571885121
banded killifish,        56,Little Calumet River at Indiana Avenue,"2014, 2016, 2017, 2018, 2019, 2020",55,9,Little Calumet River,-9753472.181457821,5108772.571885121
bluegill,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2011, 2014, 2016, 2017, 2018, 2019, 2020",279,31,Little Calumet River,-9753472.181457821,5108772.571885121
round goby,        56,Little Calumet River at Indiana Avenue,"2007, 2011, 2016, 2017, 2018, 2019, 2020",46,6,Little Calumet River,-9753472.181457821,5108772.571885121
brook silverside,        56,Little Calumet River at Indiana Avenue,"2007, 2011, 2016, 2020",45,11,Little Calumet River,-9753472.181457821,5108772.571885121
gizzard shad,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2011, 2014, 2016, 2017, 2018, 2019, 2020",1805,200,Little Calumet River,-9753472.181457821,5108772.571885121
bluntnose minnow,        56,Little Calumet River at Indiana Avenue,"2003, 2007, 2011, 2014, 2016, 2017, 2018, 2019, 2020",808,89,Little Calumet River,-9753472.181457821,5108772.571885121
spotfin shiner,        56,Little Calumet River at Indiana Avenue,"2007, 2014, 2016, 2017, 2018, 2019, 2020",112,16,Little Calumet River,-9753472.181457821,5108772.571885121
grass pickerel,        76,Little Calumet River at Halsted Street,"2010, 2014, 2020",3,1,Little Calumet River,-9756147.689317683,5109826.122291395
black bullhead,        76,Little Calumet River at Halsted Street,"2004, 2007, 2009, 2010, 2012, 2017, 2018, 2019, 2020",21,2,Little Calumet River,-9756147.689317683,5109826.122291395
fathead minnow,        76,Little Calumet River at Halsted Street,"2005, 2008, 2010, 2014, 2016, 2017, 2018, 2019, 2020",48,5,Little Calumet River,-9756147.689317683,5109826.122291395
spotfin shiner,        76,Little Calumet River at Halsted Street,"2006, 2007, 2009, 2012, 2014, 2020",11,1,Little Calumet River,-9756147.689317683,5109826.122291395
golden shiner,        76,Little Calumet River at Halsted Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",268,15,Little Calumet River,-9756147.689317683,5109826.122291395
bluntnose minnow,        76,Little Calumet River at Halsted Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2014, 2016, 2017, 2018, 2019, 2020",193,12,Little Calumet River,-9756147.689317683,5109826.122291395
goldfish,        76,Little Calumet River at Halsted Street,"2001, 2002, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2020",304,19,Little Calumet River,-9756147.689317683,5109826.122291395
channel catfish,        76,Little Calumet River at Halsted Street,"2014, 2019, 2020",3,1,Little Calumet River,-9756147.689317683,5109826.122291395
gizzard shad,        76,Little Calumet River at Halsted Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",2087,115,Little Calumet River,-9756147.689317683,5109826.122291395
largemouth bass,        76,Little Calumet River at Halsted Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",937,52,Little Calumet River,-9756147.689317683,5109826.122291395
yellow bullhead,        76,Little Calumet River at Halsted Street,"2001, 2003, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",132,8,Little Calumet River,-9756147.689317683,5109826.122291395
common carp,        76,Little Calumet River at Halsted Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",693,38,Little Calumet River,-9756147.689317683,5109826.122291395
banded killifish,        76,Little Calumet River at Halsted Street,"2014, 2016, 2017, 2018, 2019, 2020",517,86,Little Calumet River,-9756147.689317683,5109826.122291395
green sunfish,        76,Little Calumet River at Halsted Street,"2001, 2002, 2003, 2004, 2006, 2007, 2008, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",117,7,Little Calumet River,-9756147.689317683,5109826.122291395
pumpkinseed,        76,Little Calumet River at Halsted Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",1104,61,Little Calumet River,-9756147.689317683,5109826.122291395
bluegill,        76,Little Calumet River at Halsted Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",720,42,Little Calumet River,-9756147.689317683,5109826.122291395
banded killifish,        59,Calumet-Sag Channel at Cicero Avenue,"2016, 2017, 2018, 2019, 2020",52,10,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
channel catfish,        59,Calumet-Sag Channel at Cicero Avenue,"2010, 2012, 2014, 2016, 2017, 2018, 2020",35,5,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
yellow bullhead,        59,Calumet-Sag Channel at Cicero Avenue,"2001, 2002, 2003, 2004, 2007, 2009, 2010, 2011, 2014, 2016, 2017, 2018, 2019, 2020",49,3,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
common carp,        59,Calumet-Sag Channel at Cicero Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",330,18,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
largemouth bass,        59,Calumet-Sag Channel at Cicero Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",303,16,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
emerald shiner,        59,Calumet-Sag Channel at Cicero Avenue,"2001, 2002, 2005, 2006, 2010, 2011, 2012, 2014, 2016, 2018, 2019, 2020",353,29,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
fathead minnow,        59,Calumet-Sag Channel at Cicero Avenue,"2002, 2003, 2007, 2010, 2014, 2019, 2020",26,3,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
green sunfish,        59,Calumet-Sag Channel at Cicero Avenue,"2001, 2002, 2003, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",127,7,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
bluegill,        59,Calumet-Sag Channel at Cicero Avenue,"2001, 2002, 2003, 2006, 2007, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",78,5,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
brook silverside,        59,Calumet-Sag Channel at Cicero Avenue,"2012, 2020",19,9,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
round goby,        59,Calumet-Sag Channel at Cicero Avenue,"2004, 2014, 2016, 2017, 2018, 2019, 2020",42,6,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
gizzard shad,        59,Calumet-Sag Channel at Cicero Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",2202,122,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
spotfin shiner,        59,Calumet-Sag Channel at Cicero Avenue,"2006, 2009, 2010, 2014, 2016, 2017, 2018, 2019, 2020",47,5,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
bluntnose minnow,        59,Calumet-Sag Channel at Cicero Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019, 2020",659,38,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
largemouth bass,        52,Little Calumet River at Wentworth Avenue,2020,3,3,Little Calumet River,-9743762.861862704,5099049.677060608
white sucker,        52,Little Calumet River at Wentworth Avenue,"2007, 2011, 2020",8,2,Little Calumet River,-9743762.861862704,5099049.677060608
green sunfish,        52,Little Calumet River at Wentworth Avenue,"2011, 2020",5,2,Little Calumet River,-9743762.861862704,5099049.677060608
common carp,        52,Little Calumet River at Wentworth Avenue,"2003, 2007, 2011, 2020",14,3,Little Calumet River,-9743762.861862704,5099049.677060608
goldfish,        52,Little Calumet River at Wentworth Avenue,"2007, 2011, 2020",11,3,Little Calumet River,-9743762.861862704,5099049.677060608
black bullhead,        52,Little Calumet River at Wentworth Avenue,2020,2,2,Little Calumet River,-9743762.861862704,5099049.677060608
gizzard shad,        52,Little Calumet River at Wentworth Avenue,"2007, 2011, 2020",67,22,Little Calumet River,-9743762.861862704,5099049.677060608
yellow bullhead,        52,Little Calumet River at Wentworth Avenue,"2007, 2011, 2020",8,2,Little Calumet River,-9743762.861862704,5099049.677060608
bluegill,        52,Little Calumet River at Wentworth Avenue,"2011, 2020",10,5,Little Calumet River,-9743762.861862704,5099049.677060608
spotfin shiner,        52,Little Calumet River at Wentworth Avenue,2020,3,3,Little Calumet River,-9743762.861862704,5099049.677060608
common carp,        97,Thorn Creek at 170th Street,"2003, 2007, 2011, 2020",11,2,Thorn Creek,-9748874.28283881,5099238.777878965
white sucker,        97,Thorn Creek at 170th Street,"2003, 2007, 2011, 2020",6,1,Thorn Creek,-9748874.28283881,5099238.777878965
bluegill,        97,Thorn Creek at 170th Street,"2007, 2011, 2020",4,1,Thorn Creek,-9748874.28283881,5099238.777878965
largemouth bass,        97,Thorn Creek at 170th Street,"2011, 2020",7,3,Thorn Creek,-9748874.28283881,5099238.777878965
green sunfish,        97,Thorn Creek at 170th Street,"2003, 2007, 2020",6,2,Thorn Creek,-9748874.28283881,5099238.777878965
yellow bullhead,        97,Thorn Creek at 170th Street,"2011, 2020",3,1,Thorn Creek,-9748874.28283881,5099238.777878965
creek chub,        97,Thorn Creek at 170th Street,2020,3,3,Thorn Creek,-9748874.28283881,5099238.777878965
channel catfish,        97,Thorn Creek at 170th Street,"2007, 2011, 2020",3,1,Thorn Creek,-9748874.28283881,5099238.777878965
yellow bullhead,        43,Calumet-Sag Channel at Route 83,"2003, 2007, 2020",4,1,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
green sunfish,        43,Calumet-Sag Channel at Route 83,"2003, 2007, 2011, 2014, 2020",25,5,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
common carp,        43,Calumet-Sag Channel at Route 83,"2003, 2007, 2011, 2014, 2020",41,8,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
banded killifish,        43,Calumet-Sag Channel at Route 83,2020,41,41,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
bluegill,        43,Calumet-Sag Channel at Route 83,"2007, 2020",6,3,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
brook silverside,        43,Calumet-Sag Channel at Route 83,2020,2,2,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
round goby,        43,Calumet-Sag Channel at Route 83,"2011, 2014, 2020",8,2,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
sand shiner,        43,Calumet-Sag Channel at Route 83,"2007, 2020",16,8,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
largemouth bass,        43,Calumet-Sag Channel at Route 83,"2003, 2011, 2014, 2020",12,3,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
golden shiner,        43,Calumet-Sag Channel at Route 83,2020,9,9,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
emerald shiner,        43,Calumet-Sag Channel at Route 83,"2007, 2020",63,31,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
bluntnose minnow,        43,Calumet-Sag Channel at Route 83,"2003, 2007, 2011, 2014, 2020",587,117,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
blackstripe topminnow,        43,Calumet-Sag Channel at Route 83,2020,2,2,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
creek chub,        43,Calumet-Sag Channel at Route 83,2020,4,4,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
fathead minnow,        43,Calumet-Sag Channel at Route 83,2020,3,3,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
spotfin shiner,        43,Calumet-Sag Channel at Route 83,2020,19,19,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
gizzard shad,        43,Calumet-Sag Channel at Route 83,"2003, 2007, 2010, 2011, 2014, 2020",1276,212,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
common carp,        55,Calumet River at 130th Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020",225,13,Calumet River,-9748530.69045206,5110104.230203494
northern pike,        55,Calumet River at 130th Street,"2008, 2018, 2020",4,1,Calumet River,-9748530.69045206,5110104.230203494
yellow perch,        55,Calumet River at 130th Street,"2007, 2008, 2009, 2010, 2011, 2016, 2017, 2018, 2019, 2020",236,23,Calumet River,-9748530.69045206,5110104.230203494
black crappie,        55,Calumet River at 130th Street,"2007, 2020",2,1,Calumet River,-9748530.69045206,5110104.230203494
pumpkinseed,        55,Calumet River at 130th Street,"2002, 2004, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020",491,35,Calumet River,-9748530.69045206,5110104.230203494
bluegill,        55,Calumet River at 130th Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020",338,21,Calumet River,-9748530.69045206,5110104.230203494
green sunfish x bluegill,        55,Calumet River at 130th Street,2020,1,1,Calumet River,-9748530.69045206,5110104.230203494
rock bass,        55,Calumet River at 130th Street,"2001, 2002, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020",1106,69,Calumet River,-9748530.69045206,5110104.230203494
banded killifish,        55,Calumet River at 130th Street,"2012, 2016, 2017, 2018, 2019, 2020",254,42,Calumet River,-9748530.69045206,5110104.230203494
round goby,        55,Calumet River at 130th Street,"2002, 2005, 2006, 2009, 2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020",89,7,Calumet River,-9748530.69045206,5110104.230203494
largemouth bass,        55,Calumet River at 130th Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020",1390,81,Calumet River,-9748530.69045206,5110104.230203494
green sunfish,        55,Calumet River at 130th Street,"2002, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020",357,23,Calumet River,-9748530.69045206,5110104.230203494
bluntnose minnow,        55,Calumet River at 130th Street,"2001, 2002, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020",1469,91,Calumet River,-9748530.69045206,5110104.230203494
smallmouth bass,        55,Calumet River at 130th Street,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020",443,26,Calumet River,-9748530.69045206,5110104.230203494
black bullhead,        92,Chicago Sanitary and Ship Canal at Lockport (16th Street),"2017, 2020",3,1,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
tadpole madtom,        92,Chicago Sanitary and Ship Canal at Lockport (16th Street),2020,1,1,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
creek chub,        75,Chicago Sanitary and Ship Canal at Cicero Avenue,2020,1,1,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
mosquitofish,        75,Chicago Sanitary and Ship Canal at Cicero Avenue,"2001, 2004, 2007, 2009, 2010, 2011, 2012, 2016, 2020",702,78,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
fathead minnow,        75,Chicago Sanitary and Ship Canal at Cicero Avenue,2020,1,1,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
alewife,        75,Chicago Sanitary and Ship Canal at Cicero Avenue,2020,1,1,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
sand shiner,        75,Chicago Sanitary and Ship Canal at Cicero Avenue,"2018, 2020",6,3,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
mosquitofish,        41,Chicago Sanitary and Ship Canal at Harlem Avenue,"2002, 2003, 2004, 2005, 2007, 2008, 2010, 2011, 2012, 2016, 2017, 2020",1056,88,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
freshwater drum,        41,Chicago Sanitary and Ship Canal at Harlem Avenue,2020,1,1,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
goldfish,        41,Chicago Sanitary and Ship Canal at Harlem Avenue,"2001, 2002, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2016, 2019, 2020",37,2,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
blackstripe topminnow,        41,Chicago Sanitary and Ship Canal at Harlem Avenue,"2017, 2020",3,1,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
emerald shiner,        41,Chicago Sanitary and Ship Canal at Harlem Avenue,"2001, 2002, 2004, 2005, 2006, 2008, 2009, 2010, 2020",149,16,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
blackstripe topminnow,        75,Chicago Sanitary and Ship Canal at Cicero Avenue,"2016, 2021",5,2,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
emerald shiner,        75,Chicago Sanitary and Ship Canal at Cicero Avenue,"2001, 2002, 2004, 2008, 2009, 2019, 2020, 2021",20,2,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
green sunfish,        75,Chicago Sanitary and Ship Canal at Cicero Avenue,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2017, 2018, 2019, 2020, 2021",168,8,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
channel catfish,        75,Chicago Sanitary and Ship Canal at Cicero Avenue,"2001, 2004, 2007, 2008, 2009, 2011, 2013, 2016, 2017, 2018, 2019, 2020, 2021",32,2,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
bluegill,        75,Chicago Sanitary and Ship Canal at Cicero Avenue,"2001, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2016, 2017, 2018, 2019, 2020, 2021",771,55,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
